lambda_vector;mu_a_Oxy;mu_a_Deoxy;mu_a_Fat;mu_a_Water;mu_a_Mel;mu_a_Baseline;mu_a_StratumCorneum;mu_a_Epidermis;mu_a_PapiDermis;mu_a_UpBloodDermis;mu_a_RetiDermis;mu_a_DeepBloodDermis;mu_a_FatDermis
1060;0.000360384;3.60E-08;0.0005705;1.54E-05;0.005562569;2.44E-05;1.99E-05;0.000133361;3.12E-05;7.54E-05;2.93E-05;4.63E-05;0.000501777
1061;0.000357174;3.57E-08;0.0005616;1.53E-05;0.00554513;2.44E-05;1.99E-05;0.000133;3.10E-05;7.48E-05;2.92E-05;4.59E-05;0.000494069
1062;0.000353965;3.54E-08;0.0005534;1.52E-05;0.005527761;2.44E-05;1.98E-05;0.000132641;3.09E-05;7.42E-05;2.90E-05;4.56E-05;0.000486957
1063;0.000350755;3.51E-08;0.0005445;1.52E-05;0.005510464;2.44E-05;1.98E-05;0.000132282;3.07E-05;7.36E-05;2.89E-05;4.53E-05;0.000479249
1064;0.000347546;3.48E-08;0.0005364;1.51E-05;0.005493237;2.44E-05;1.98E-05;0.000131925;3.06E-05;7.30E-05;2.87E-05;4.50E-05;0.000472222
1065;0.000344336;3.44E-08;0.0005303;1.50E-05;0.005476079;2.44E-05;1.97E-05;0.00013157;3.05E-05;7.24E-05;2.86E-05;4.47E-05;0.000466894
1066;0.000341126;3.41E-08;0.0005259;1.50E-05;0.005458992;2.44E-05;1.97E-05;0.000131216;3.03E-05;7.19E-05;2.84E-05;4.44E-05;0.000463012
1067;0.000337917;3.38E-08;0.0005224;1.49E-05;0.005441973;2.44E-05;1.97E-05;0.000130863;3.02E-05;7.13E-05;2.83E-05;4.41E-05;0.000459894
1068;0.000334707;3.35E-08;0.000518;1.49E-05;0.005425024;2.44E-05;1.96E-05;0.000130511;3.00E-05;7.07E-05;2.81E-05;4.37E-05;0.000456011
1069;0.000331498;3.31E-08;0.0005121;1.48E-05;0.005408143;2.44E-05;1.96E-05;0.000130161;2.99E-05;7.01E-05;2.80E-05;4.34E-05;0.000450854
1070;0.000328288;3.28E-08;0.0005065;1.49E-05;0.005391331;2.44E-05;1.96E-05;0.000129839;2.98E-05;6.96E-05;2.79E-05;4.32E-05;0.000445964
1071;0.000325078;3.25E-08;0.0005032;1.49E-05;0.005374586;2.44E-05;1.97E-05;0.000129517;2.97E-05;6.91E-05;2.79E-05;4.30E-05;0.00044303
1072;0.000321869;3.22E-08;0.0005025;1.50E-05;0.005357909;2.44E-05;1.97E-05;0.000129197;2.97E-05;6.86E-05;2.78E-05;4.27E-05;0.000442305
1073;0.000318659;3.19E-08;0.0005015;1.51E-05;0.005341299;2.44E-05;1.97E-05;0.000128878;2.96E-05;6.81E-05;2.77E-05;4.25E-05;0.000441325
1074;0.00031545;3.15E-08;0.0005005;1.51E-05;0.005324756;2.44E-05;1.98E-05;0.000128561;2.95E-05;6.76E-05;2.77E-05;4.23E-05;0.000440346
1075;0.00031224;3.12E-08;0.0004947;1.52E-05;0.005308279;2.44E-05;1.98E-05;0.000128245;2.94E-05;6.71E-05;2.76E-05;4.21E-05;0.000435286
1076;0.00030903;3.09E-08;0.0004878;1.53E-05;0.005291869;2.44E-05;1.98E-05;0.00012793;2.94E-05;6.66E-05;2.75E-05;4.18E-05;0.000429291
1077;0.000305821;3.06E-08;0.0004851;1.53E-05;0.005275524;2.44E-05;1.99E-05;0.000127617;2.93E-05;6.61E-05;2.75E-05;4.16E-05;0.000426867
1078;0.000302611;3.03E-08;0.0004841;1.54E-05;0.005259246;2.44E-05;1.99E-05;0.000127305;2.92E-05;6.56E-05;2.74E-05;4.14E-05;0.000425887
1079;0.000299402;2.99E-08;0.0004816;1.55E-05;0.005243032;2.44E-05;1.99E-05;0.000126994;2.91E-05;6.51E-05;2.74E-05;4.12E-05;0.000423633
1080;0.000296192;2.96E-08;0.0004811;1.57E-05;0.005226884;2.44E-05;2.00E-05;0.000126707;2.91E-05;6.46E-05;2.74E-05;4.10E-05;0.000423089
1081;0.000292982;2.93E-08;0.0004813;1.58E-05;0.0052108;2.44E-05;2.01E-05;0.000126422;2.91E-05;6.42E-05;2.74E-05;4.09E-05;0.000423141
1082;0.000289773;2.90E-08;0.0004798;1.60E-05;0.00519478;2.44E-05;2.02E-05;0.000126138;2.91E-05;6.38E-05;2.74E-05;4.07E-05;0.000421748
1083;0.000286563;2.87E-08;0.0004816;1.62E-05;0.005178824;2.44E-05;2.03E-05;0.000125855;2.91E-05;6.33E-05;2.74E-05;4.06E-05;0.00042316
1084;0.000283354;2.83E-08;0.0004804;1.64E-05;0.005162932;2.44E-05;2.04E-05;0.000125573;2.91E-05;6.29E-05;2.75E-05;4.04E-05;0.000422021
1085;0.000280144;2.80E-08;0.0004763;1.66E-05;0.005147104;2.44E-05;2.05E-05;0.000125293;2.90E-05;6.24E-05;2.75E-05;4.03E-05;0.000418418
1086;0.000276934;2.77E-08;0.0004755;1.68E-05;0.005131338;2.44E-05;2.06E-05;0.000125014;2.90E-05;6.20E-05;2.75E-05;4.01E-05;0.00041762
1087;0.000273725;2.74E-08;0.0004762;1.69E-05;0.005115635;2.44E-05;2.07E-05;0.000124736;2.90E-05;6.16E-05;2.75E-05;4.00E-05;0.000418097
1088;0.000270515;2.71E-08;0.0004771;1.71E-05;0.005099995;2.44E-05;2.08E-05;0.00012446;2.90E-05;6.11E-05;2.75E-05;3.99E-05;0.000418744
1089;0.000267306;2.67E-08;0.0004797;1.73E-05;0.005084416;2.44E-05;2.09E-05;0.000124185;2.90E-05;6.07E-05;2.75E-05;3.97E-05;0.000420835
1090;0.000264096;2.64E-08;0.0004801;1.75E-05;0.0050689;2.44E-05;2.10E-05;0.000123919;2.90E-05;6.03E-05;2.76E-05;3.96E-05;0.000421061
1091;0.000260886;2.61E-08;0.000478;1.77E-05;0.005053445;2.44E-05;2.11E-05;0.000123654;2.90E-05;5.99E-05;2.76E-05;3.95E-05;0.000419162
1092;0.000257677;2.58E-08;0.0004783;1.80E-05;0.005038051;2.44E-05;2.12E-05;0.000123391;2.90E-05;5.95E-05;2.77E-05;3.94E-05;0.000419303
1093;0.000254467;2.54E-08;0.0004783;1.82E-05;0.005022718;2.44E-05;2.13E-05;0.000123129;2.90E-05;5.91E-05;2.77E-05;3.92E-05;0.000419189
1094;0.000251258;2.51E-08;0.000479;1.84E-05;0.005007446;2.44E-05;2.14E-05;0.000122868;2.90E-05;5.86E-05;2.78E-05;3.91E-05;0.00041967
1095;0.000248048;2.48E-08;0.0004837;1.86E-05;0.004992234;2.44E-05;2.15E-05;0.000122609;2.90E-05;5.82E-05;2.78E-05;3.90E-05;0.000423551
1096;0.000244838;2.45E-08;0.0004876;1.89E-05;0.004977082;2.44E-05;2.16E-05;0.00012235;2.90E-05;5.78E-05;2.79E-05;3.89E-05;0.000426752
1097;0.000241629;2.42E-08;0.0004892;1.91E-05;0.00496199;2.44E-05;2.17E-05;0.000122093;2.90E-05;5.74E-05;2.79E-05;3.88E-05;0.000427998
1098;0.000238419;2.38E-08;0.0004911;1.93E-05;0.004946957;2.44E-05;2.19E-05;0.000121837;2.90E-05;5.70E-05;2.80E-05;3.87E-05;0.000429499
1099;0.00023521;2.35E-08;0.0004956;1.95E-05;0.004931984;2.44E-05;2.20E-05;0.000121582;2.90E-05;5.66E-05;2.80E-05;3.85E-05;0.00043321
1100;0.000232;2.32E-08;0.0005;1.99E-05;0.004917069;2.44E-05;2.21E-05;0.000121355;2.91E-05;5.63E-05;2.82E-05;3.85E-05;0.000436849
